AFF_LOVE_POINT	Puncte de dragoste: %d%%	
GUILD_SHORT_EXP	Nu exista suficiente puncte de experienta.	
GUILD_TILE_BASEINFO	Informatii de baza	
GUILD_TILE_BOARD	Bord	
GUILD_TILE_GRADE	Administrarea drepturilor	
GUILD_TILE_INFO	Informatii despre breasla	
GUILD_TILE_MEMBER	Membrii breaslelor	
GUILD_TILE_SKILL	Abilitati de breasla	
GUILD_WAR_LIMIT_30MIN	Timp: 30 de minute	
GUILD_WAR_REWARD_POTION	Recompensa: castigatorul primeste o potiune.	
GUILD_WAR_USE_BATTLE_MAP	Loc: guild war sand	
GUILD_WAR_USE_NORMAL_MAP	Loc: harta normala	
GUILD_WAR_WIN_CHECK_SCORE	Cel mai mare rezultat castiga razboiul.	
GUILD_WAR_WIN_TAKE_AWAY_FLAG1	Cuceri steagul inamicului	
GUILD_WAR_WIN_TAKE_AWAY_FLAG2	Si duceti -l la baza ta.	
GUILD_WAR_WIN_WIPE_OUT_GUILD	Invingeti toti dusmanii pentru a castiga.	
GUILD_WITHDRAW	Alternativa	
GUILD_YOU_DO_NOT_JOIN	Nu sunteti membru al vreunei bresle	
HALLOWEEN_EVENT	Evenimentul de Halloween
HORSE_HEALTH0	Mort	
HORSE_HEALTH1	Infometat	
HORSE_HEALTH2	Foame	
HORSE_HEALTH3	Deplin	
HORSE_LEVEL1	Cal normal	
HORSE_LEVEL2	Cal de lupta	
HORSE_LEVEL3	Cal militar	
HOUR	Ore	
HOW_MANY_ITEM_DO_YOU_DROP1	Vrei sa arunci %s?	
HOW_MANY_ITEM_DO_YOU_DROP2	Vrei sa arunci %s %d?	
HYDRADUNGEON	Apararea Navei
MELEYDUNGEON	Temnita lui Meley
INPUT_MATRIX_CARD_NUMBER	Introduceti codul cardului matricial.	
INPUT_MATRIX_CARD_TITLE	Card matricial	
INPUT_PRIVATE_CODE_DIALOG_DESCRIPTION	Introduceti stergerea ajustarilor contului dvs. aici.	
INPUT_PRIVATE_CODE_DIALOG_TITLE	Stergeti caracterul	
INPUT_WINDOW_TEXT	Va rugam sa introduceti un alt nume	
INTRO_SELECT_LEVEL	Lv. %d	
INVENTORY_REALLY_USE_ITEM	Vrei sa folosesti acest item pe %s?	
ITEMSHOP_3RDSHOP_COIN	Ap -uri	
ITEMSHOP_3RDSHOP_COINS	%d ap's	
ITEMSHOP_3RDSHOP_NAME	Alt magazin	
ITEMSHOP_ACCEPT_CHANGE_PRICE	Ok	
ITEMSHOP_ADD_DISCOUNT_DISCOUNT_TITLE	Reducere:	
ITEMSHOP_ADD_DISCOUNT_HOUR	H	
ITEMSHOP_ADD_DISCOUNT_MINUTE	M	
ITEMSHOP_ADD_DISCOUNT_SECOND	S	
ITEMSHOP_ADD_DISCOUNT_TITLE1	Aplicati reduceri la toate categoriile:	
ITEMSHOP_ADD_ITEM_ACCEPT_TEXT_BUTTON	Accept	
ITEMSHOP_ADD_ITEM_BONUS_TITLE	Prima	
ITEMSHOP_ADD_ITEM_CATEGORY_TITLE	Categorie:	
ITEMSHOP_ADD_ITEM_PRICE_TITLE	Pret:	
ITEMSHOP_ADD_ITEM_RESET_TEXT_BUTTON	Reseteaza	
ITEMSHOP_ADD_ITEM_STONE_TITLE	Piatra	
ITEMSHOP_ADD_ITEM_VALUE_TITLE	Valoare	
ITEMSHOP_ADD_ITEM_VNUM_TITLE	Vnum:	
ITEMSHOP_ADMIN_PANEL_ADD_DISCOUNTS_TEXT_BUTTON	Adaugati reduceri	
ITEMSHOP_ADMIN_PANEL_ADD_DISCOUNTS_TOOLTIP_BUTTON	Adaugati reduceri cu timp la un articol.	
ITEMSHOP_ADMIN_PANEL_ADD_ITEMS_TEXT_BUTTON	Adaugati articole	
ITEMSHOP_ADMIN_PANEL_ADD_ITEMS_TOOLTIP_BUTTON	Adaugati articole noi in magazin.	
ITEMSHOP_ADMIN_PANEL_NAME	Zona gm	
ITEMSHOP_ADMIN_PANEL_RETURN_TOOLTIP_BUTTON	Intoarcere	
ITEMSHOP_ADMIN_PANEL_TITLE	Administrare	
ITEMSHOP_BEST_WHEEL_PRIZES	Cele mai bune premii	
ITEMSHOP_BUY	Cumpara	
ITEMSHOP_BUY_BUTTON	Cumpara %d (%s)	
ITEMSHOP_BUY_COIN	HOME	
ITEMSHOP_BUY_ITEM_WITHOUT_AMOUNT_QUESTION	Vrei sa cumperi %s cu %d %s?	
ITEMSHOP_BUY_ITEM_WITH_AMOUNT_QUESTION	Vrei sa cumperi %sx %s cu %d %s?	
ITEMSHOP_BUY_TEXT	Vrei sa cumperi |cffF7BD48%s|r ?
ITEMSHOP_BUY_TEXT_COUNT	Vrei sa cumperi |cffF7BD48%sx%d|r ?
ITEMSHOP_CANCEL_CHANGE_PRICE	Nu	
ITEMSHOP_CATEGORY_DISCOUNT_QUESTION	Sunteti sigur ca doriti sa aplicati o reducere de %d%% in aceasta categorie %dh, %dm si %ds?	
ITEMSHOP_CHANGE_PRICE_QUESTION	Esti sigur ca vrei sa schimbi pretul acestui articol?	
ITEMSHOP_CHANGE_PRICE_TOOLTIP_BUTTON	Schimbarea pretului	
ITEMSHOP_COINS	Monede Dragon:	
ITEMSHOP_COUNT	Cantitate	
ITEMSHOP_DATE	Datele	
ITEMSHOP_DELETE_ITEM_QUESTION	Esti sigur ca vrei sa elimini acest element?	
ITEMSHOP_DELETE_ITEM_TOOLTIP_BUTTON	Eliminati elementul	
ITEMSHOP_DISCOUNT_WEEK	Reduceri	
ITEMSHOP_DRAGONCOINT	Monede de dragon	
ITEMSHOP_DRSSHOP_COIN	Vc's	
ITEMSHOP_DRSSHOP_NAME	-	
ITEMSHOP_HOME_NAME	Acasa	
ITEMSHOP_HOTITEMS	FORTUNE WHEEL	
ITEMSHOP_HOUR	Ore	
ITEMSHOP_HOURS_MINUTES_SECONDS	%dh %dm %ds	
ITEMSHOP_ISHOP_COIN	Md	
ITEMSHOP_ISHOP_NAME	Magazin	
ITEMSHOP_ITEMSEARCH_DEFAULT_TEXT	Cauta in Itemshop...
ITEMSHOP_ITEM_AMOUNT	Tu.	
ITEMSHOP_ITEM_DISCOUNT_QUESTION	Sunteti sigur ca doriti sa aplicati o reducere de %din %la %s pentru %dh, %dm si %ds?	
ITEMSHOP_LAST_COUNT	Suma ramasa: %d	
ITEMSHOP_LAST_DISCOUNTS	Ultimele discote	
ITEMSHOP_LOAD	Incarcare date ...	
ITEMSHOP_LOGS_NAME	Jurnale	
ITEMSHOP_MAIN_BUTTON	Start	
ITEMSHOP_MOST_BOUGHT_ITEMS	Cele mai cumparate articole cumparate	
ITEMSHOP_NEW_PRICE_TITLE	Pret nou:	
ITEMSHOP_OFFERS	|Eishop/offer|e OFERTE
ITEMSHOP_PRICE	Pret	
ITEMSHOP_PRICE_NEW	|Eishop/mini_coin|e %s Monede
ITEMSHOP_PRICE_ONLY_TEXT	%s Monede	
ITEMSHOP_PRICE_TITLE_BOX	Pret: %d %s	
ITEMSHOP_PRICE_WITH_DISCOUNT	|Eishop/mini_coin|e |cffFF7B7B%s Coins (%d%%)
ITEMSHOP_PURCHASES	LOGS	
ITEMSHOP_SEARCH_TEXT	Cauta...	
ITEMSHOP_SEARCH_TOOLTIP_BUTTON	Cauta	
ITEMSHOP_SHOP_BUTTON	Itemshop	
ITEMSHOP_SHOP_TITLE	Magazin:	
ITEMSHOP_TITLE_NAME	Magazin de articole	
ITEMSHOP_TITLE_PANEL	Itemshop	
ITEMSHOP_TOP_SELL	Popular	
ITEMSHOP_UPDATE_COINS_TOOLTIP_BUTTON	Actualizati monedele	
ITEMSHOP_WHEEL	Buy Coins	
ITEMSHOP_WHEEL_BACK_ISHOP	Intoarcete la Shop
ITEMSHOP_WHEEL_COIN_TEXT	 |Eishop/coin|e    Pret: 10 Monede
ITEMSHOP_WHEEL_COIN_TEXT_INFO	Acum folosesti |cffF7BD48Monede|r pentru ruleta
ITEMSHOP_WHEEL_NAME	Roata soartei	
ITEMSHOP_WHEEL_PRICE1	Pret	
ITEMSHOP_WHEEL_PRICE2	10 monede	
ITEMSHOP_WHEEL_PURCHASE	|Eishop/wheel_icon|e  |cffF7BD48Rueda de la Fortuna|r
ITEMSHOP_WHEEL_SKIP_ANIMATION	Omite animatia
ITEMSHOP_WHEEL_TICKET_TEXT	|Eishop/wheel_ticket|e x1 Ticket
ITEMSHOP_WHEEL_TICKET_TEXT_INFO	Acum folosesti |cffF7BD48Ticket|r pentru ruleta
ITEM_DROP_EVENT	Drop Obiecte: %d%%	
JANUARY	Ianuarie	
JOB_ASSASSIN	Ninja
JOB_ASSASSIN0	Niciuna
JOB_ASSASSIN1	Ninja Sabie
JOB_ASSASSIN2	Ninja Arc
JOB_SHAMAN	Saman
JOB_SHAMAN0	Niciuna
JOB_SHAMAN1	Saman Dragon
JOB_SHAMAN2	Saman Vindecare
JOB_SURA	Sura
JOB_SURA0	Niciuna
JOB_SURA1	Sura Arme
JOB_SURA2	Sura Magie
JOB_WARRIOR	Razboinic
JOB_WARRIOR0	Niciuna
JOB_WARRIOR1	Razboinic Corp
JOB_WARRIOR2	Razboinic Mental
JOB_WOLFMAN	Lycan
JOB_WOLFMAN0	Lycan Fals
JOB_WOLFMAN1	Instinct
JOB_WOLFMAN2	N.A.
JULY	Iulie	
JUNE	Iunie	
KEY_A	A	
KEY_D	D.	
KEY_E	Si	
KEY_L	L	
KEY_N	N	
KEY_S	S	
KEY_V	V	
LEFT_TIME	Timp ramas	
LOGIN_CONNECT_FAILURE	Eroare la conectare	
LOGIN_CONNECT_SUCCESS	Procesul de intrare activat	
LOGIN_CONNETING	Veti fi conectat la server	
LOGIN_FAILURE_ALREAY	Contul dvs. este deja conectat.	
LOGIN_FAILURE_BE_SAME_KEY	Problema de inregistrare.	
LOGIN_FAILURE_BLOCK_ID	Contul dvs. este interzis sau nu este activat.	
LOGIN_FAILURE_BLOCK_LOGIN	Alegeti un alt server!	
LOGIN_FAILURE_NOBILL	Contul dvs. nu are ore de joc.	
LOGIN_FAILURE_NOT_AVAIL	Contul dvs. este blocat!	
LOGIN_FAILURE_NOT_EXIST_ID	Cont incorect sau parola.	
LOGIN_FAILURE_REPAIR_ID	Obiectele pentru acest cont au fost restaurate.	
LOGIN_FAILURE_SHUTDOWN	Acest server nu este inca deschis.	
LOGIN_FAILURE_TOO_MANY_USER	Prea multi jucatori conectati! asteapta putin ...	
LOGIN_FAILURE_UNKNOWN	Nu va puteti inregistra din motive necunoscute.	
LOGIN_FAILURE_WEB_BLOCK	Ati fost blocat de pe site. va rugam sa verificati email-ul.	
LOGIN_FAILURE_WRONG_MATRIX_CARD_NUMBER	Ati introdus un numar incorect.	
LOGIN_FAILURE_WRONG_MATRIX_CARD_NUMBER_TRIPLE	Ati introdus un numar incorect de trei ori. /n conexiunea dvs. va fi dezactivata.	
LOGIN_FAILURE_WRONG_PASSWORD	Cont incorect sau parola	
LOGIN_INPUT_ID	Introduceti id -ul.	
LOGIN_INPUT_PASSWORD	Introduceti parola.	
LOGIN_PROCESSING	Conectarea ruleaza...!	
MALL_CANNOT_INSERT	Nu puteti pune obiectul.	
MALL_PASSWORD_TITLE	Parola	
MAP_A1	Zona yongan	
MAP_A2	Valea seungryong	
MAP_A3	Zona yayang	
MAP_AG	Jungrang	
MAP_B1	Zona joan	
MAP_B2	Valea imji	
MAP_B3	Zona bokjung	
MAP_BAY	Nefrit bahia	
MAP_BG	waryong	
MAP_C1	Zona pyungmoo	
MAP_C2	Valea bangsan	
MAP_C3	Zona bakra	
MAP_CAPE	Cabo del dragon de fuego	
MAP_CG	Im ha	
MAP_DAWN	Cliff gautama	
MAP_DESERT	Desertul yongbi	
MAP_FLAME	Doyumhwan	
MAP_NUSLUCK	Tara gigantilor	
MAP_SKELTOWER	Turnul gumsan	
MAP_SNOW	Monte sohan	
MAP_SPIDER	Kuahlo dong	
MAP_TEMPLE	Templul hwang	
MAP_THUNDER	Muntii thunder	
MAP_TREE	Plamani	
MAP_TRENT	Padure fantoma	
MAP_TRENT02	Padure rosie	
MAP_WL	Camp de sarpe	
MARCH	Martie	
MAY	Mai	
MESSENGER_ADD_FRIEND	Adauga prieten	
MESSENGER_DO_YOU_ACCEPT_ADD_FRIEND_1	%s a adaugat ca prieten.	
MESSENGER_DO_YOU_ACCEPT_ADD_FRIEND_2	Accept	
MESSENGER_DO_YOU_DELETE	Sterge?	
MESSENGER_DO_YOU_DELETE_PHONE_NUMBER	Doriti sa stergeti numarul de telefon mobil?	
MESSENGER_EMPTY_LIST	Gol	
MESSENGER_FAMILY	Familie	
MESSENGER_FRIEND	Prieteni	
MESSENGER_GUILD	Breasla	
MESSENGER_INPUT_MOBILE_AUTHORITY_DESCRIPTION	Introduceti codul de confirmare care a fost trimis pe telefonul dvs. mobil.	
MESSENGER_INPUT_MOBILE_AUTHORITY_TITLE	Numar de confirmare intruduce	
MESSENGER_INPUT_MOBILE_PHONE_NUMBER_1	Introduceti numarul de telefon mobil pentru trimiterea mesajului text.	
MESSENGER_INPUT_MOBILE_PHONE_NUMBER_2	Doriti sa introduceti numarul acum?	
MESSENGER_INPUT_MOBILE_PHONE_NUMBER_TITLE	Introduceti numarul de telefon mobil.	
MESSENGER_SEND_MOBILE_MESSAGE_TITLE	Trimite mesaj.	
MINIMAP	Deschide mini harta	
MINIMAP_BOSS_TOOLTIP	[Respawn: %s]	
MINIMAP_CANNOT_SEE	Mini harta nu poate fi vazuta.	
MINIMAP_CAN_NOT_SHOW_AREAMAP	Marea harta nu poate fi afisata.	
MINIMAP_DEC_SCALE	Reduce	
MINIMAP_INC_SCALE	Mari	
MINIMAP_OBSERVER_COUNT	%d observatori	
MINIMAP_SHOW_AREAMAP	Deschideti harta mare	
MINUTE	Minute	
MISSION_BOSS	Vanator de Sefi	
MISSION_BOSS_DESC	Omoara toti sefii necesari pentru a\ncompleta misiunea	
MISSION_BOSS_SUB	Sef	
MISSION_CATCH_FISH	Pescarul	
MISSION_CATCH_FISH_DESC	Captura cantitatea necesara de peste pentru a finaliza misiunea.	
MISSION_CATCH_FISH_SUB	Peste	
MISSION_COMPLETED	Progres: 	
MISSION_COMPLETED_COUNT	Misiuni finalizate: %d	
MISSION_CRAFT_GAYA	Vidra crack	
MISSION_CRAFT_GAYA_DESC	Craftrea obiectul gay necesar	
MISSION_CRAFT_ITEM	Imbunatatiti obiectele	
MISSION_CRAFT_ITEM_DESC	Imbunatateste nivelul unui obiect cu binecuvantare pentru a finaliza misiunea	
MISSION_CRAFT_ITEM_SUB	Obiectiv la mestesug:	
MISSION_DATE_TEXT	Nume: %s %d	
MISSION_DESTROY_ITEM	Distruge Obiecte	
MISSION_DESTROY_ITEM_DESC	Distruge obiectul necesar pentru a\ncompleta misiunea.	
MISSION_DUNGEON	Temnite Complectate	
MISSION_DUNGEON_DESC	Termina temnita necesara pentru a completa misiunea.	
MISSION_DUNGEON_SUB	Temnita	
MISSION_EARN_MONEY	Stringe Yang	
MISSION_EARN_MONEY_DESC	Fura yang necesar de la mobi pentru a finaliza misiunea.	
MISSION_FEED_PET	Hraneste-ti Pet-ul	
MISSION_FEED_PET_DESC	Hraneste-ti animalul de companie pentru a nu muri	
MISSION_KILLPLAYER	Ucide jucatori	
MISSION_KILLPLAYER_DESC	Omoara jucatorii pentru a finaliza misiunea	
MISSION_LEFT_TIME	Timp: %s	
MISSION_LEVEL_UP	Cresterea nivelului	
MISSION_LEVEL_UP_DESC	Cresteti-va nivelul usor.	
MISSION_MONSTER	Ucide monstri	
MISSION_MONSTER_DESC	Omoara monstrii necesari pentru\na finaliza misiunea.	
MISSION_MONSTER_SUB	Monstru	
MISSION_MOUNT_TIME	Calaretul	
MISSION_MOUNT_TIME_DESC	Obtineti timpul necesar calarind.	
MISSION_NONE	Misiune necunoscuta	
MISSION_OPEN_OFFLINESHOP	Deschide magazin offline	
MISSION_OPEN_OFFLINESHOP_DESC	Deschideti un magazin offline	
MISSION_PLAYTIME	Jucator activ	
MISSION_PLAYTIME_DESC	Acumuleaza cantitatea de minute necesara pentru a finaliza misiunea.	
MISSION_REFINE_ALCHEMY	Imbunatateste-ti alchimia	
MISSION_REFINE_ALCHEMY_DESC	Imbunata alchimia pentru a finaliza misiunea	
MISSION_REFINE_ITEM	Imbunatateste un obiect	
MISSION_REFINE_ITEM_DESC	Imbunatateste obiectul necesar pentrua finaliza misiunea	
MISSION_REFINE_ITEM_SUB	Obiect	
MISSION_REMAINING	Cantitate necesara: 	
MISSION_SASH	Esarfe	
MISSION_SASH_DESC	Combineaza toate esarfele necesare	
MISSION_SELL_ITEM	Vindeti obiecte	
MISSION_SELL_ITEM_DESC	Vindeti obiectele necesare pentru a finaliza misiunea	
MISSION_SHOUT_CHAT	Foloseste chatul global	
MISSION_SHOUT_CHAT_DESC	Vorbeste cu ceilalti jucatori in general pentru a finaliza misiunea.	
MISSION_SPEND_MONEY	Comerciant	
MISSION_SPEND_MONEY_DESC	Foloseste yang-ul necesar pe un npc pentru\na completa misiunea.	
MISSION_SPRITE_STONE	Adaugati pietre	
MISSION_SPRITE_STONE_DESC	Adaugati pietre la obiecte	
MISSION_STATUS_ACTIVE	|cff00ff00Status: Activ	
MISSION_STATUS_DONE	|cff00ff00Status: Finalizata	
MISSION_STATUS_NOT_ACTIVE	|cffff0000Status: Nu este activat!	
MISSION_STONE	Metines distrugator	
MISSION_STONE_DESC	Distruge cantitatea de metine necesara\n pentru a finaliza misiunea.	
MISSION_SUB_ALL	Orice	
MISSION_TASK_COUNT	Toate misiunile: %d	
MISSION_USE_EMOTICON	Foloseste emotii	
MISSION_USE_EMOTICON_DESC	Foloseste emotii pentru a finaliza misiunea	
MISSION_WHISPER	Trimite PM	
MISSION_WHISPER_DESC	Trimiteti parlamentari altor jucatori	
MONETARY_COMBAT_ZONE	Puncte	
MONETARY_UNIT0	Yang	
MONEY_INPUT_DIALOG_SELLPRICE	Pret de vanzare:	
MOONLIGHT_EVENT	Cufar Lumina Lunii
MOUNT_DOYUMHWAN_MAP_NAME	Doyumhwan	
MOUNT_SOHAN_MAP_NAME	Muntele sohan	
MOUNT_YONGBI_MAP_NAME	Desertul jongbi	
MOVE_CHANNEL_CANCEL	Anulare	
MOVE_CHANNEL_SELECT	Bine	
MOVE_CHANNEL_TITLE	Schimba CH	
MOVE_ITEM_FAILURE_PRIVATE_SHOP	Nu puteti muta niciun obiect in timp ce aveti un magazin privat deschis.	
MULTI_FARM_ACTIVE_CHAT	|cff00A8EB[Multi-Farm]|r |cffFFFFFFAcest cont are Multi-Farm activat si primeste drop!|r 
MULTI_FARM_ACTIVE_TEXT	Doresti sa activezi farm-ul?
MULTI_FARM_DEACTIVE_CHAT	|cff00A8EB[Multi-Farm]|r |cffFFFFFFAcest cont are Multi-Farm dezactivat si nu primeste drop!|r 
MULTI_FARM_DEACTIVE_TEXT	Doresti sa dezactivezi farm-ul?
MULTI_FARM_PREMIUM_EFFECT	Adauga caractere la Multi-Farm +%d	SA
MULTI_FARM_TEXT	|Eemoji/key_lclick|e Click pentru ON/OFF Multi-Farm.
MULTI_FARM_TITLE	Blocare Multi-Farm
MUSIC_EMPTY_MUSIC_LIST	Fara muzica de fundal.	
MUSIC_METIN2_DEFAULT_THEMA	Muzica standard	
MUSIC_NOT_SELECT_MUSIC	Nu este ales fisier muzical.	
NAME_INPUT_PRICE	Pret: 100k	
NAME_INPUT_TEXT	Redenumire	
NAME_PET_INPUT_TEXT	Nume	
NEEFD_REST	Trebuie sa te odihnesti mai intai.	
NEW_AFFECT_DECORATION	Pachet Kashmir	SNA
NOBONUS	[Fara bonus]	
NONE_AFFECT	Fara Efect
NORMAL_EVENT_TIME	De la: %s pana la: %s
NOT_YET_SUPPORT	Inca nu este sustinut	
NOVEMBER	Noiembrie	
NPC_SEARCH	Cautati npc	
NPC_SEARCH_TEXT	Respawnea pe urmatoarele harti:	
OCTOBER	Octombrie	
OFFLINESHOP_ACCEPT	Accept	
OFFLINESHOP_ADD_TIME_DIALOG	Creste 12 ore. Cost: %s	
OFFLINESHOP_BUY_DIALOG	Cumpara	
OFFLINESHOP_CANCEL	Anulare	
OFFLINESHOP_CANNOT_SELL_ITEM	Acest obiect nu poate fi vandut	
OFFLINESHOP_CLOSE	Inchide Offline / Sterge	
OFFLINESHOP_CLOSE_DIALOG	Doresti sa inchizi magazinul offline?	
OFFLINESHOP_GET_BACK_ITEMS	Vrei sa recuperezi articolele?	
OFFLINESHOP_INPUT_PRICE_DIALOG_TITLE	Pret	
OFFLINESHOP_LOGS	Vanzari	
OFFLINESHOP_LOG_TEXT	|cffe5d500%s|r date |cffe5d500%s[%sYang]|r item buying from |cffe5d500%s|r	
OFFLINESHOP_LOG_TEXT_COUNT	|cffe5d500%s|r date |cffe5d500x%d%s[%s] Yang|r item buying from |cffe5d500%s|r	
OFFLINESHOP_MESSAGE	Ati vandut %s pe %s yang	
OFFLINESHOP_MESSAGE_WITH_COUNT	Ati vandut x%d%s pe %s yang	
OFFLINESHOP_REMOVE_LOGS	Vrei sa stergi inregistrarile?	
OFFLINESHOP_SEEN	Vizualizari: %d Totale: %d	
OFFLINE_SHOP_ITEM_SOLD	Obiect vandut!	
OFFLINE_SHOP_ITEM_SOLD2	[Cumparat de: %s]	
OFFLINE_SHOP_TITLE	Offline Shop	
OK	Bine	
ONLY_CHANNEL	CH %d	
OPTION_PVPMODE_CANNOT_SET_GUILD_MODE	Nu puteti activa modul breasla atunci cand nu apartineti niciunei breasle.	
OPTION_PVPMODE_NOT_SUPPORT	Nu puteti alege aceasta configuratie in modul pvp.	
OPTION_PVPMODE_PROTECT	Trebuie sa aveti cel putin nivelul %d pentru a schimba modul pvp.	
OPTION_SALESTEXT_RANGE	Magazine de titlu de gama	
PARTY_BONUS_ATTACKER	Valoare atac: +%d	SA
PARTY_BONUS_BERSERKER	Viteza de atac: +%d	SA
PARTY_BONUS_BUFFER	Durata Skill: +%d	SA
PARTY_BONUS_DEFENDER	Aparare +%d%%	SA
PARTY_BONUS_EXP	Bonus-EXP: %d%%	SA
PARTY_BONUS_SKILL_MASTER	PV recuperat per ucidere +%d%%	SA
PARTY_BONUS_TANKER	Max. PV: +%d	SA
PARTY_BREAK_UP	Stergeti grupul	
PARTY_DO_YOU_ACCEPT	Vrea sa se alature grupului.	
PARTY_DO_YOU_JOIN	El te -a invitat sa te alaturi grupului tau. acceptati invitatia?	
PARTY_EXP_DISTRIBUTION_MODE	Distributia exp	
PARTY_EXP_DISTRIBUTION_MODE_LEVEL	Conform nivelului	
PARTY_EXP_DISTRIBUTION_MODE_LEVEL_TOOLTIP	Membrii grupului cu un nivel superior primesc mai multa experienta.	
PARTY_EXP_DISTRIBUTION_MODE_PARITY	Uniforma	
PARTY_EXP_DISTRIBUTION_MODE_PARITY_TOOLTIP	Toti membrii grupului primesc aceeasi experienta.	
PARTY_HEAL_ALL_MEMBER	Restabiliti totul.	
PARTY_INCREASE_AREA_150	Domeniul de aplicare al grupului a crescut cu factorul 1,5.	SNA
PARTY_INCREASE_AREA_200	Intervalul de grup a crescut cu factorul 2.	SNA
PARTY_LEAVE	Iesi din grup	
PARTY_MEMBER_OFFLINE	Deconectat ...	
PARTY_RECALL_MEMBER	Sunati un membru al grupului.	
PARTY_REQUEST_DENIED	Invitatia dvs. a fost respinsa.	
PARTY_SET_ATTACKER	Constituie ca atacator.	
PARTY_SET_BERSERKER	Constituie ca berserker.	
PARTY_SET_BUFFER	Constituie ca un blocant.	
PARTY_SET_DEFENDER	Constituie ca aparator.	
PARTY_SET_NORMAL	Eliminati ajustarile.	
PARTY_SET_SKILL_MASTER	Constituie ca profesor de indemanare.	
PARTY_SET_TANKER	Constituie ca un luptator cu frunze.	
PARTY_SKILL_ATTACKER	Valoarea de atac de baza a atacatorului +%.0f
PARTY_SKILL_BERSERKER	Berserker +%.0f viteza de atac	
PARTY_SKILL_BUFFER	Durata abilitatii +%.0f blocker	
PARTY_SKILL_DEFENDER	Aparare defensor +%.0f	
PARTY_SKILL_SKILL_MASTER	Max. sp skill master +%.0f	
PARTY_SKILL_TANKER	Max. hp luptator cu foaie +%.0f	
PARTY_SKILL_WARP	Posibil sa apelati membrii grupului	
PASSWORD_TITLE	Parola de depozit	
PET_ADD_SLOT_QUESTION	Vrei sa deblochezi acest slot?	
PET_DIALOG	Nu poti folosi acest lucru cu nivelul actual al animalului de companie! Nivelul necesar: %d.	
PET_GUI_AGE	Evolua	
PET_GUI_BONUSES	Bonus pasiv	
PET_GUI_BRAVE	Curajos	
PET_GUI_DURATION	Timp ramas	
PET_GUI_EVOLVE_BTN	Evolua	
PET_GUI_EXPERIENCE	Experienta	
PET_GUI_HERO	Erou	
PET_GUI_PETSKILL	Aptitudini	
PET_GUI_TITLE	Pet system	
PET_GUI_WILD	Salbatic	
PET_GUI_YOUNG	Tineri	
PET_PROTEIN_QUESTION_TEXT	Adaugati viata la animalul dvs. de companie?	
PET_REMOVE_QUESTION_TEXT	Uitati de toate abilitatile?	
PET_REMOVE_SLOT_QUESTION	Doriti sa stergeti abilitatea (%s)?	
PET_SKIL_1	Manual de mete	
PET_SKIL_10	Manual ezoteric	
PET_SKIL_11	Manual nomuertos	
PET_SKIL_12	Manual demon	
PET_SKIL_13	Experimentati manual	
PET_SKIL_14	Manual de cadere	
PET_SKIL_15	Manual yang	
PET_SKIL_16	M.human manual	
PET_SKIL_17	Manual res m.human	
PET_SKIL_18	Daune manuale hab.	
PET_SKIL_19	Daune manuale de res.	
PET_SKIL_2	Manual de monstri	
PET_SKIL_20	Manual media	
PET_SKIL_21	Rezd. manual mass -media	
PET_SKIL_22	Manual anti -critic	
PET_SKIL_23	Manual anti -penetrare	
PET_SKIL_24	Manual vel. vraja	
PET_SKIL_25	Manual de blocare	
PET_SKIL_26	Rezumatoare manuala	
PET_SKIL_27	Manual de gheata	
PET_SKIL_28	Manual de pamant	
PET_SKIL_29	Manual de intuneric	
PET_SKIL_3	Manualul sefilor	
PET_SKIL_4	Manual de forta	
PET_SKIL_5	Manual de informatii	
PET_SKIL_6	Manual de dexteritate	
PET_SKIL_7	Manual de viata	
PET_SKIL_8	Manual de animale	
PET_SKIL_9	Manual orc	
PICK_ITEM_TITLE	Numarul obiectului	
PICK_MONEY_TITLE	Plus	
PRIVATESHOPSEARCH_BOOKS	Carti	
PRIVATESHOPSEARCH_COSTUME	Costume	
PRIVATESHOPSEARCH_COSTUMES	Cosmetice	
PRIVATESHOPSEARCH_COUNT	Cantitate	
PRIVATESHOPSEARCH_DRAGONSOULALCHEMY	Alchimie	
PRIVATESHOPSEARCH_EQUIPMENT	Echipament	
PRIVATESHOPSEARCH_ITEMNAME	Numele obiectului	
PRIVATESHOPSEARCH_OTHERITEMS	Alte obiecte	
PRIVATESHOPSEARCH_PET	Sistem de animale de companie	
PRIVATESHOPSEARCH_PETS	Animale de companie	
PRIVATESHOPSEARCH_SEARCH_BAR	Cautare globala	
PRIVATESHOPSEARCH_SELLER	Vanzator	
PRIVATESHOPSEARCH_WEAPON	Arme	
PRIVATE_SHOP_CANNOT_SELL_ITEM	Nu puteti vinde acest obiect in magazinul privat.	
PRIVATE_SHOP_CLOSE_QUESTION	Vrei sa inchizi magazinul privat?	
PRIVATE_SHOP_INPUT_PRICE_DIALOG_TITLE	Pret	
PURCHASES_ACCOUNTID	Cont	
PURCHASES_DATE	Data	
PURCHASES_IP	Ip	
PURCHASES_ITEMBOUGHT	Obiect cumparat	
PURCHASES_PRICE	Pret	
PURCHASES_PRICE_TEXT	|Eishop/mini_coin|e|cffF7BD48%s Monede Dragon
PVP_EVENT_TIME	Incepe in: %s
PVP_LEVEL0	Cavaler	
PVP_LEVEL1	Nobil	
PVP_LEVEL2	Bun	
PVP_LEVEL3	Prietenos	
PVP_LEVEL4	Neutru	
